ErrorCode,DecErrorCode,ErrorString,Description
0xC80003FA,-939523078,hrReadVerifyFailure,
0xC80003FB,-939523077,Error_No_Log_Space,System could not allocate the required space in a registry log
0xC80003FE,-939523074,hrDiskIO,
0xC8000442,-939523006,CS_Event_reg_Operations_Failed,
0xC800044E,-939522994,hrWriteConflict,The write lock failed due to an outstanding write lock
0xC8000710,-939522288,hrDiskFull,Disk is full
0xD0000005,-805306363,ERROR_ACCESS_DENIED,Access was denied to the requested resource
0xD0000006,-805306362,Error_Invalid_Handle,Invalid handle
0xD0000008,-805306360,ERROR_NOT_ENOUGH_MEMORY,not enough storage is available to process this command
0xD0000017,-805306345,Error_CRC,Cyclic Redundancy Check failure
0xD0000018,-805306344,Error_Bad_Length,the program issued a command but the command length is incorrect
0xD000001D,-805306339,Error_Write_Fault,the system cannot write the  specified device
0xD0000022,-805306334,Error_Wrong_Disk,
0xD000012D,-805306067,HTTP_Status_Moved,Object Permanently moved
0xD0000135,-805306059,MCIErr_Set_Drive,
0xD000013A,-805306054,NULL,
0xD0000142,-805306046,MCIERR_Wave_Inputsinuse,
0xD0000194,-805305964,HTTP_Status_Not_Found,
0xD0000354,-805305516,NULL,
0xe0000101,-536870655,ERROR_SECTION_NOT_FOUND,
0xe0000201,-536870399,ERROR_CLASS_MISMATCH,
0xe0000203,-536870397,ERROR_NO_DRIVER_SELECTED,
0xe000020b,-536870389,ERROR_NO_SUCH_DEVINST,
0xe000020d,-536870387,ERROR_INVALID_CLASS_INSTALLER,
0xe0000217,-536870377,ERROR_BAD_SERVICE_INSTALLSECT,
0xe0000219,-536870375,ERROR_NO_ASSOCIATED_SERVICE,
0xe000022b,-536870357,ERROR_DI_DONT_INSTALL,
0xe000022d,-536870355,ERROR_NON_WINDOWS_NT_DRIVER,
0xe000022f,-536870353,ERROR_NO_CATALOG_FOR_OEM_INF,
0xe0000230,-536870352,ERROR_DEVINSTALL_QUEUE_NONNATIVE,
0xe0000234,-536870348,ERROR_DRIVER_NONNATIVE,
0xe000023a,-536870342,ERROR_PNP REGISTRY_ERROR,
0xFFFFF8F0,-1808,JET_errDiskFull,
0xFFFFFb40,-1216,JET_errAttachedDatabaseMismatch,
0xFFFFFb4a,-1206,JET_errDatabaseCorrupted,
0xFFFFFBBE,-1090,JET_errInstanceUnavailable,
0xFFFFFBF8,-1032,JET_errFileAccessDenied,
0xFFFFFC01,-1023,NULL,
0xFFFFFC02,-1022,JET_errDiskIO,
0xFFFFFC06,-1018,JET_errReadVerifyFailure,
0xFFFFFC0D,-1011,JET_errOutOfMemory,
0xFFFFFdc9,-567,JET_errDbTimeTooNew,
0xFFFFFdda,-550,JET_errDatabaseInconsistent,
0xFFFFFDEC,-532,NULL,
0xFFFFFDfd,-515,JET_errInvalidLogSequence,
0xfffffe02,-510,JET_errLogWriteFail,
0xfffffe0b,-501,JET_errLogFileCorrupt,
0xffffff99,-103,JET_errOutOfThreads,
0xFFFFFFFF,-1,Cancel,Cancel,Request was cancelled
800A01AD,-2146827859,ACTIVEX_OBJECT,ActiveX component can''t create object,
